country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Gaza Strip,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,South Korea,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,Yemen,Zambia,Zimbabwe
Maldives,North,Northwest,Northwest,East,Northwest,West,Northwest,South,Northwest,Southwest,Northwest,Northwest,Southeast,Northwest,Northwest,Northwest,Northwest,Northeast,West,Northwest,Northwest,Northwest,West,Northwest,Northeast,West,Northwest,Southwest,Southwest,West,South,Northwest,East,Northwest,West,Northeast,West,East,West,North,West,Northwest,West,West,Southwest,Northeast,Southeast,Southeast,West,Southwest,Southeast,Northwest,West,Northwest,Northwest,Northwest,Northwest,Northwest,West,Northwest,West,Northwest,Northwest,West,Northwest,Northwest,West,West,Northwest,Southwest,West,Southwest,Northwest,East,North,Northwest,West,East,South,West,West,Northwest,Northwest,Northwest,West,Northwest,Northwest,North,West,Northwest,East,Northwest,Northwest,West,West,West,Northwest,South,Northwest,Northeast,Northwest,Northwest,North,East,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northeast,Northwest,Northwest,North,West,East,Northwest,Northwest,North,Northeast,Northwest,Northwest,Southwest,West,Northwest,Northwest,Northwest,Northwest,Northeast,Southwest,Southwest,East,0,West,Northwest,East,Northwest,West,Southwest,Southwest,North,East,Northwest,Northwest,Northeast,Northwest,Northwest,Northwest,Southwest,Southwest,East,North,Northwest,East,Southeast,Northwest,West,West,East,Southeast,Northeast,Northwest,East,Northwest,Northwest,North,East,Northwest,Northwest,East,Southwest,West,East,Southeast,Northwest,Northwest,Northwest,Northwest,West,Northwest,North,West,Southwest,Southwest,Northwest,West,Northwest,West,East,Northwest,West,Northwest,West,Northwest,Southwest,West,East,Northwest,Northwest,East,West,Southwest,Southwest,Northeast,Northwest,Northeast,West,West,North,Northwest,Northwest,Northwest,Northeast,North,West,Northeast,East,West,East,East,West,Northwest,Northwest,North,Northwest,East,Northwest,West,Northwest,Northwest,Northwest,North,Southwest,North,East,Northwest,West,East,East,Northwest,Northwest,West,Southwest
Mali,Northeast,Northeast,Northeast,West,North,Southeast,West,South,West,Southwest,Northeast,West,East,Northeast,Northeast,West,East,Northeast,West,Northeast,North,West,Southeast,Northwest,Northeast,Southwest,Northeast,Southeast,South,Southwest,East,West,East,Northeast,Southeast,Northeast,Southeast,East,Southeast,Northwest,West,West,East,East,Southwest,Northeast,East,East,West,Southeast,West,West,South,Northeast,West,West,Northeast,North,Southeast,North,East,West,West,West,East,West,Southeast,East,North,Southeast,East,Southwest,North,West,North,North,West,West,Southeast,Southeast,West,Northeast,Northeast,North,South,North,Northeast,North,West,West,Northeast,West,North,Southwest,Southwest,West,West,Southeast,West,Northeast,Northeast,North,East,East,Northeast,Northeast,North,North,Northeast,Northeast,West,Northeast,North,Northeast,Northeast,East,Northwest,Northeast,Northeast,Northeast,Northeast,North,Northeast,Southeast,Southwest,Northeast,North,Northeast,North,Northeast,Southeast,Southeast,East,East,0,Northeast,North,West,Northwest,Southeast,Southeast,Northwest,Northeast,Northeast,North,Northeast,Northeast,West,North,Southeast,Southeast,Northeast,Northeast,North,East,South,West,East,Southeast,West,Southeast,Northeast,Northeast,Northeast,North,East,Northeast,Northeast,Northeast,West,East,Southwest,West,Northeast,West,Northeast,North,West,East,Southeast,Northeast,Northeast,Southeast,Southeast,South,West,West,Northwest,West,West,Northeast,Southeast,East,West,Northeast,East,Southwest,East,Northeast,Northeast,Northeast,East,Southeast,South,Northeast,North,East,East,West,North,North,North,Northeast,Northeast,Northeast,Southeast,East,East,Southeast,Northwest,Southwest,West,Northeast,Northeast,Northeast,West,North,West,East,Northeast,East,North,Northwest,Southwest,Northeast,East,Northeast,West,East,Northwest,Northwest,East,Southeast,Southeast
Malta,East,Northeast,Southwest,North,Northwest,South,West,South,West,Southwest,East,West,East,North,East,West,East,East,West,Northeast,Northwest,West,Southwest,West,East,West,North,South,South,Southwest,Southeast,West,East,Northeast,Southwest,East,Southeast,East,South,Northwest,West,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,Southwest,North,West,West,East,North,South,North,Southeast,West,West,West,Southeast,West,South,Southeast,North,South,Southeast,Southwest,North,Northeast,North,Northwest,West,Northwest,Southeast,South,Southwest,East,Northeast,North,Southwest,West,Northeast,North,West,West,Northeast,West,Northwest,Southwest,Southwest,West,West,Southeast,West,Northeast,North,Northwest,East,East,East,East,Northwest,Northwest,East,North,West,Northeast,Northwest,East,Northeast,Southeast,North,Northeast,East,Northeast,East,North,East,South,Southwest,South,North,North,North,Northeast,Southeast,Southeast,East,East,Southwest,0,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,Northeast,Northwest,Northeast,Northeast,West,West,Southeast,South,Northeast,East,North,Northeast,Southeast,West,South,South,North,East,Northeast,Northeast,Northeast,North,East,East,Northeast,East,West,East,Southwest,West,East,West,North,West,West,East,South,Northeast,Northeast,Southeast,Southeast,Southwest,West,West,Northwest,West,North,North,South,East,Southwest,Northeast,Southeast,Southwest,East,North,North,Northeast,Southeast,South,Southwest,Northeast,Northwest,East,Southeast,West,North,North,North,East,Northeast,East,Southeast,East,East,Southwest,North,Northeast,West,Southwest,East,East,West,Northeast,West,Southeast,Northeast,East,Northwest,Northwest,Southwest,Northeast,Northeast,North,West,East,Northeast,West,Southeast,South,South
Marshall Islands,Northwest,Northwest,North,Southeast,North,West,Northeast,South,Northeast,Southeast,Northwest,East,Southwest,North,Northwest,Northeast,Northwest,Northwest,East,North,North,East,Northwest,Northeast,Northwest,East,Northwest,Southwest,South,East,West,Northeast,West,Northwest,North,West,West,West,Northwest,Northeast,Northeast,East,Northwest,Northwest,Southeast,Northwest,West,West,East,West,Southeast,East,North,North,Northeast,East,Northwest,North,West,North,West,Northeast,Northeast,East,Northwest,East,Northwest,Northwest,North,Southwest,West,Southeast,North,South,North,North,East,Southeast,Southwest,West,North,Northwest,Northwest,North,Northwest,North,Northwest,North,East,Northeast,West,East,North,North,North,East,Northeast,Southwest,East,West,North,North,West,West,Northwest,Northwest,North,North,Northwest,North,East,Northwest,North,Northwest,Northwest,West,Southeast,Northwest,Northwest,Northwest,West,North,Northwest,Southwest,North,Northwest,North,North,North,West,West,West,West,West,North,Northwest,0,Northeast,North,West,West,Northeast,West,Northwest,North,Northwest,Northwest,Northeast,North,West,Southwest,Southwest,Northwest,North,South,South,East,Northwest,Northwest,Southeast,South,Northwest,Northwest,Northwest,North,Northwest,Northwest,West,Northwest,East,Southwest,Southeast,East,West,Southeast,North,North,Northeast,Northwest,West,Northwest,Northwest,West,West,South,Northeast,East,Northeast,East,Southeast,North,Northwest,Northwest,North,Northwest,West,North,West,North,North,Southwest,West,Southwest,South,Northwest,North,West,Northwest,East,North,North,North,Northwest,Northwest,Northwest,West,West,West,Northwest,Southeast,Southeast,East,North,Northwest,Northwest,Northeast,Southeast,Northeast,West,Northwest,Northwest,North,Northeast,Southeast,Northwest,South,North,East,West,Southeast,North,West,West,West
Martinique,Northeast,Northeast,Northeast,West,Northeast,East,Northwest,South,North,South,Northeast,West,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,Southeast,Northeast,Northeast,West,East,North,Northeast,South,Northeast,Southeast,Southeast,South,East,Northwest,North,Northeast,East,Northeast,East,Northeast,East,Northwest,East,West,East,East,South,North,East,East,Southwest,East,West,West,East,Northeast,Northwest,West,Northeast,Northeast,East,Northeast,East,Northwest,Northwest,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,South,Northwest,Northwest,West,Northeast,East,East,South,Northwest,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,0,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,Northwest,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,West,West,South,Southwest,North,Southwest,Northeast,Northeast,Northwest,Northeast,East,Northeast,North,East,East,Southeast,Northwest,South,North,South,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,Northeast,Northwest,East,West,West,South,Northeast,Northeast,Northeast,Northwest,West,Northwest,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southwest,North,West,East,East,East,East
Mauritania,Northeast,Northeast,Northeast,West,Northeast,Southeast,West,South,West,Southwest,Northeast,West,East,Northeast,Northeast,West,East,Northeast,West,Northeast,North,West,Southeast,Northwest,Northeast,Southwest,Northeast,Southeast,South,Southwest,East,West,East,Northeast,Southeast,Northeast,Southeast,East,Southeast,Northwest,West,West,East,East,Southwest,Northeast,East,East,West,Southeast,West,West,South,Northeast,West,West,Northeast,Northeast,Southeast,North,East,West,West,West,East,West,Southeast,East,Northeast,Southeast,East,Southwest,North,Northwest,North,North,West,West,Southeast,Southeast,Southwest,Northeast,Northeast,Northeast,Southeast,North,Northeast,North,West,West,Northeast,West,North,South,Southwest,West,West,Southeast,West,Northeast,Northeast,North,East,East,Northeast,Northeast,North,North,Northeast,Northeast,West,Northeast,North,Northeast,Northeast,East,Northwest,Northeast,East,Northeast,Northeast,Northeast,Northeast,Southeast,South,East,Northeast,Northeast,North,Northeast,Southeast,Southeast,East,East,Southeast,Northeast,North,West,0,Southeast,Southeast,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Southeast,Southeast,North,Northeast,North,East,South,West,East,Southeast,West,South,Northeast,Northeast,Northeast,North,East,Northeast,Northeast,Northeast,West,Northeast,Southwest,West,Northeast,West,Northeast,North,West,East,Southeast,Northeast,Northeast,Southeast,Southeast,South,West,West,Northwest,West,West,Northeast,Southeast,East,Southwest,Northeast,East,South,East,Northeast,Northeast,Northeast,East,Southeast,South,Northeast,North,East,East,West,North,North,Northeast,Northeast,Northeast,Northeast,Southeast,Northeast,East,Southeast,Northwest,West,West,Northeast,Northeast,Northeast,West,Northwest,West,East,Northeast,East,North,Northwest,Southwest,Northeast,North,Northeast,West,Northeast,Northwest,Northwest,East,Southeast,Southeast
Mauritius,North,Northwest,Northwest,Southeast,Northwest,West,West,South,West,Southwest,North,West,East,Northwest,North,West,North,Northeast,West,North,Northwest,West,Northwest,Northwest,Northeast,Southwest,Northwest,West,Southwest,West,Northeast,West,East,Northwest,Northwest,Northeast,Northwest,Northeast,Northwest,North,West,West,Northwest,Northwest,Southwest,Northeast,East,East,West,Northwest,Southeast,West,West,Northwest,West,West,Northwest,Northwest,West,Northwest,Northwest,West,West,West,Northwest,West,West,Northwest,North,West,Northwest,Southwest,Northwest,Southeast,North,Northwest,West,Southeast,South,West,West,Northwest,North,Northwest,West,Northwest,Northwest,North,West,West,East,West,Northwest,West,West,West,West,South,West,Northeast,Northwest,Northwest,Northeast,East,North,North,Northwest,Northwest,Northwest,Northwest,West,Northeast,Northwest,North,North,Northwest,East,Northwest,North,North,Northeast,North,North,Southwest,West,Northwest,Northwest,North,Northwest,Northeast,West,West,Northeast,Northeast,Northwest,Northwest,East,West,Northwest,0,Northwest,West,East,North,Northwest,Northeast,Northwest,West,Northwest,West,West,East,Northeast,Northwest,Southeast,Southeast,West,Northwest,Northwest,Southeast,Southeast,Northeast,Northwest,East,North,North,North,East,Northwest,West,East,Southwest,Southwest,East,South,Northwest,Northwest,West,North,West,Northwest,North,Northwest,West,West,West,West,Northwest,West,Southeast,Northwest,West,North,West,Northwest,North,West,East,Northwest,Northwest,East,Northwest,Southwest,Southwest,Northeast,Northwest,Northeast,Northwest,West,North,North,Northwest,North,Northeast,North,Northwest,Northeast,East,West,Southeast,Southeast,West,Northwest,North,North,West,East,West,Northwest,North,North,Northwest,Northwest,Southwest,North,East,Northwest,West,Northeast,Southeast,Northwest,North,West,West
Mayotte,Northeast,North,Northwest,Southeast,Northwest,West,West,South,West,Southwest,North,West,Southeast,North,North,West,North,Northeast,West,North,Northwest,West,Northwest,Northwest,Northeast,West,North,Southwest,Southwest,West,East,West,East,North,Northwest,Northeast,Northwest,East,Northwest,North,West,West,Northwest,Northwest,Southwest,Northeast,East,East,West,Northwest,Southeast,West,West,Northwest,West,West,North,North,West,North,North,West,West,West,North,West,West,North,North,Southwest,North,Southwest,North,Southeast,North,Northwest,West,Southeast,Southeast,West,West,North,North,North,West,Northwest,North,North,West,West,East,West,Northwest,West,West,West,West,Southeast,West,Northeast,North,North,Northeast,East,North,North,Northwest,Northwest,North,Northwest,West,Northeast,Northwest,North,North,Northwest,Southeast,North,North,Northeast,Northeast,North,North,Southwest,West,Northwest,Northwest,North,Northwest,Northeast,South,West,East,Northeast,Northwest,Northwest,East,West,Northwest,Southeast,0,Northwest,East,North,Northwest,Northeast,North,West,Northwest,Southwest,Southwest,East,Northeast,Northwest,Southeast,Southeast,West,Northwest,Northwest,Southeast,Southeast,Northeast,North,East,North,North,Northeast,East,North,West,East,Southwest,West,East,South,North,Northwest,West,North,West,North,Northeast,Northwest,Southeast,West,West,West,Northwest,West,Southeast,Northwest,West,North,Northwest,North,Northeast,West,East,North,Northwest,East,North,Southwest,Southwest,Northeast,Northwest,Northeast,Northwest,West,North,North,Northwest,North,Northeast,Northeast,Northwest,Northeast,East,Northwest,Southeast,Southeast,West,Northwest,North,North,West,East,West,Northwest,North,North,Northwest,Northwest,Southwest,North,Southeast,Northwest,West,East,Southeast,Northwest,North,West,Southwest
Mexico,North,Northeast,Northeast,Southwest,Northeast,East,East,South,East,Southeast,Northeast,East,West,Northeast,Northeast,East,Northeast,North,East,Northeast,Northeast,Southeast,East,Northeast,North,Southeast,Northeast,East,Southeast,Southeast,North,East,Northwest,Northeast,East,Northwest,East,Northwest,East,North,East,East,East,Northeast,Southeast,Northwest,West,Northwest,Southeast,East,Southwest,Southeast,East,Northeast,East,East,Northeast,Northeast,East,Northeast,Northeast,East,East,Southeast,Northeast,Southeast,East,Northeast,Northeast,East,Northeast,Southeast,Northeast,West,North,Northeast,East,Southwest,South,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,East,East,West,Southeast,Northeast,East,East,East,East,South,Southeast,Northwest,Northeast,Northeast,North,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,East,Northwest,Northeast,Northeast,North,Northeast,West,Northeast,Northeast,North,Northwest,Northeast,Northeast,East,East,Northeast,Northeast,Northeast,Northeast,Northwest,East,East,Northwest,North,East,Northeast,West,East,East,East,East,0,West,Northeast,Northeast,North,Northeast,East,Northeast,East,East,West,North,Northeast,West,Southwest,Southeast,Northeast,East,Southwest,Southwest,Northwest,Northeast,Northwest,Northeast,Northeast,North,West,Northeast,Southeast,West,Southeast,Southeast,Northwest,Southwest,Northeast,Northeast,East,Northeast,East,Northeast,North,East,East,East,East,East,Northeast,East,West,Northeast,East,Northeast,East,Northeast,Northeast,East,Northwest,Northeast,Northeast,West,Northeast,East,Southeast,Northwest,Northeast,North,Northeast,East,North,Northeast,Northeast,Northeast,Northwest,North,East,Northwest,West,East,West,Southwest,East,Northeast,Northeast,North,East,West,East,Northeast,Northeast,Northeast,Northeast,North,Southeast,North,West,Northeast,East,Northwest,West,East,Northeast,East,East
Micronesia,Northwest,Northwest,Northwest,Southeast,Northwest,West,Northeast,South,Northeast,Southeast,Northwest,Northeast,Southwest,Northwest,Northwest,Northeast,Northwest,Northwest,Northeast,Northwest,Northwest,Northeast,Northwest,Northeast,Northwest,East,Northwest,West,Southwest,East,West,Northeast,West,Northwest,Northwest,West,West,West,West,Northeast,North,Northeast,West,Northwest,Southeast,Northwest,West,West,East,West,Southeast,East,Northwest,Northwest,Northeast,Northeast,Northwest,Northwest,West,North,West,Northeast,Northeast,East,Northwest,East,West,West,Northwest,Southwest,West,Southeast,North,Southeast,Northwest,Northwest,Northeast,Southeast,Southwest,West,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,North,Northeast,Northeast,Northwest,East,North,Northwest,Northwest,East,Northeast,Southwest,East,Northwest,Northwest,North,West,West,Northwest,Northwest,North,North,Northwest,Northwest,Northeast,North,North,Northwest,Northwest,West,East,Northwest,Northwest,Northwest,West,Northwest,Northwest,Southwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,West,West,West,West,Northwest,Northwest,East,Northeast,Northwest,West,West,Northeast,0,Northwest,Northwest,Northwest,Northwest,Northeast,Northwest,West,Southwest,Southeast,Northwest,North,Southeast,Southeast,East,Northwest,Northwest,Southeast,Southeast,Northwest,Northwest,Northwest,North,West,Northwest,West,Northwest,East,Southwest,Southeast,East,West,Southeast,Northwest,North,Northeast,Northwest,West,Northwest,North,West,West,Southwest,Northeast,Northeast,North,Northeast,Southeast,Northwest,West,Northwest,Northwest,Northwest,West,Northwest,West,Northwest,Northwest,Southeast,West,Southwest,South,Northwest,Northwest,West,West,East,North,North,Northwest,Northwest,Northwest,Northwest,West,West,Southwest,Northwest,Southeast,Southeast,Northeast,Northwest,Northwest,Northwest,Northeast,Southeast,Northeast,West,Northwest,Northwest,North,Northeast,Southeast,Northwest,Southeast,Northwest,East,West,Southeast,Northwest,West,West,West
Moldova,East,Southwest,Southwest,Northeast,West,South,West,South,West,Southwest,Southeast,West,East,West,East,Northwest,Southeast,East,West,North,West,Northwest,Southwest,Northwest,East,West,West,South,South,West,Southeast,West,East,Southwest,Southwest,East,South,East,Southwest,Northwest,West,Northwest,South,South,West,East,East,Southeast,West,South,North,Northwest,Southwest,West,Northwest,West,South,West,South,Northwest,Southeast,West,West,West,South,Northwest,Southwest,South,North,South,South,Southwest,Northwest,Northeast,North,West,West,North,Southeast,South,Southwest,South,East,Northwest,Southwest,West,Southwest,Northwest,West,West,Northeast,Northwest,West,Southwest,Southwest,West,West,Southeast,Northwest,East,West,Northwest,East,East,Southeast,Southeast,Northwest,Northwest,South,West,Northwest,Northeast,West,Southeast,East,South,Northeast,Southwest,Southeast,East,East,North,Southeast,South,Southwest,Southwest,West,North,West,East,South,South,East,Southeast,Southwest,Southwest,Northeast,West,Southwest,Southeast,South,Northwest,Northeast,0,West,Northeast,Southwest,West,West,South,South,Northeast,East,Northwest,Northeast,East,Northwest,Southwest,Southwest,Northeast,East,Northeast,Southwest,Northeast,Northwest,Southeast,East,East,South,West,East,West,West,East,Northwest,Northwest,West,West,Southeast,South,Southwest,Northeast,South,Southeast,Southwest,West,West,Northwest,West,Northeast,West,Southwest,Southeast,Southwest,Southwest,Southeast,Southwest,East,West,West,Northeast,Southeast,South,Southwest,Northeast,West,Southeast,South,West,North,North,West,Southeast,East,East,South,East,East,Southwest,Northeast,Northeast,West,Southwest,Southeast,East,West,Northeast,West,South,Northeast,Southeast,Northwest,Northwest,Southwest,East,Northeast,West,West,East,Northeast,West,Southeast,South,South
Monaco,East,East,South,North,West,South,West,South,West,Southwest,East,West,East,Northeast,East,West,East,East,West,Northeast,North,West,South,West,East,Southwest,East,South,South,Southwest,Southeast,West,East,East,South,East,Southeast,East,South,Northwest,Southwest,West,South,South,Southwest,Northeast,East,East,West,Southeast,Northwest,West,South,East,West,West,East,Northeast,South,North,Southeast,West,West,West,Southeast,West,South,Southeast,Northeast,South,Southeast,Southwest,North,North,Northeast,Northwest,West,Northwest,Southeast,South,Southwest,East,East,North,South,Southwest,East,Northwest,West,West,Northeast,West,Northwest,Southwest,Southwest,West,West,Southeast,West,Northeast,Northeast,Northwest,East,East,East,East,Northwest,Northwest,East,Southeast,West,Northeast,Northwest,East,Northeast,Southeast,North,East,East,East,East,Northeast,East,South,Southwest,Southeast,Northeast,Northeast,North,Northeast,Southeast,Southeast,East,East,Southwest,Southeast,North,West,Southwest,Southeast,Southeast,Northwest,Northeast,East,0,Northeast,East,West,Southwest,Southeast,South,Northeast,East,North,Northeast,East,West,South,South,North,Northeast,Northeast,East,Northeast,North,East,East,Northeast,East,West,Northeast,Southwest,West,Northeast,West,Northeast,West,West,East,South,East,Northeast,Southeast,Southeast,South,West,West,Northwest,West,North,East,South,East,Southwest,East,Southeast,Southwest,East,Northeast,Northeast,Northeast,Southeast,South,Southwest,Northeast,West,East,Southeast,West,North,North,North,East,Northeast,East,Southeast,East,East,South,North,North,West,South,East,East,West,North,West,Southeast,Northeast,East,Northwest,Northwest,Southwest,East,Northeast,Southeast,West,East,North,Southwest,Southeast,Southeast,Southeast
Mongolia,West,Northwest,Northwest,East,Northwest,West,North,South,North,Northwest,West,North,Southeast,Northwest,West,North,West,Southwest,North,Northwest,Northwest,North,West,North,Southwest,Northwest,Northwest,Southwest,Southwest,Northwest,Southwest,North,South,Northwest,West,South,West,South,West,North,Northwest,North,West,West,North,South,South,South,North,Southwest,East,North,West,Northwest,North,North,West,Northwest,West,Northwest,West,North,North,North,West,North,West,West,Northwest,Southwest,West,Southwest,Northwest,East,Northwest,Northwest,Northwest,East,South,West,Northwest,West,West,Northwest,West,Northwest,Northwest,North,North,North,Southeast,North,Northwest,Northwest,Northwest,North,North,South,North,South,Northwest,Northwest,Southwest,South,West,West,Northwest,Northwest,West,Northwest,North,East,Northwest,West,West,West,East,Northwest,West,West,South,Northwest,West,Southwest,West,West,Northwest,Northwest,Northwest,South,Southwest,Southwest,South,Southwest,Northwest,Northwest,East,North,Northwest,Southwest,Southwest,Northeast,Southeast,Northwest,Northwest,0,Northwest,North,Northwest,Southwest,West,East,Southwest,Northwest,Southeast,Southeast,North,West,West,East,Southeast,East,Northwest,Southeast,Northwest,West,West,Southeast,West,North,Southeast,Northwest,North,Southeast,East,Northwest,Northwest,North,West,West,Northwest,North,West,Southwest,West,North,North,North,North,East,Northwest,West,West,Northwest,Northwest,Southwest,Northwest,South,Northwest,Northwest,Southeast,West,Southwest,Southwest,Southeast,Northwest,Southwest,West,Northwest,North,Northwest,Northwest,West,Southeast,West,West,South,Southeast,West,East,East,North,Northwest,West,West,North,East,North,West,Northwest,West,Northwest,North,Northwest,West,Southeast,Northwest,North,South,East,Northwest,West,West,Southwest
Montenegro,East,South,Southwest,North,West,South,West,South,West,Southwest,East,West,East,Northwest,East,Northwest,Southeast,East,West,Northeast,Northwest,Northwest,Southwest,West,East,West,Northwest,South,South,Southwest,Southeast,West,East,East,Southwest,East,South,East,South,Northwest,West,West,South,South,Southwest,Northeast,East,East,West,Southeast,North,West,Southwest,Northwest,West,West,Southeast,North,South,North,Southeast,West,West,West,Southeast,West,South,Southeast,North,South,Southeast,Southwest,Northwest,Northeast,North,West,West,Northwest,Southeast,South,Southwest,Southeast,East,Northwest,Southwest,West,Southeast,Northwest,West,West,Northeast,Northwest,Northwest,Southwest,Southwest,West,West,Southeast,West,East,North,Northwest,East,East,East,East,Northwest,Northwest,Southeast,West,West,Northeast,Northwest,Southeast,Northeast,Southeast,North,East,East,East,East,North,Southeast,South,Southwest,South,Northwest,North,Northwest,East,Southeast,South,East,Southeast,Southwest,Southwest,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,Northeast,West,Northeast,0,West,West,South,South,Northeast,East,Northwest,Northeast,East,West,Southwest,South,North,East,Northeast,Southeast,Northeast,North,Southeast,East,Northeast,Southeast,West,East,Southwest,West,East,Northwest,North,West,West,Southeast,South,Northeast,Northeast,South,Southeast,Southwest,West,West,Northwest,West,North,West,South,Southeast,Southwest,Northeast,Southeast,Southwest,East,North,Northwest,Northeast,Southeast,South,Southwest,Northeast,West,East,South,West,North,North,Northwest,East,Northeast,East,South,East,East,Southwest,North,Northeast,West,Southwest,East,East,West,Northeast,West,South,Northeast,Southeast,Northwest,Northwest,Southwest,East,Northeast,West,West,East,Northeast,Southwest,Southeast,South,South
